Nombre,Link,Descripcion
Celos,https://pluto.tv/latam/on-demand/movies/5e566c664faf09001a38522f,"Después de que el un hombre encuentra una fotografía de su futura mujer con su ex-novio, los celos lo consumen e intenta descubrir todos los detalles de la vida de su novia antes de conocerse."
Oficio: Golfa,https://pluto.tv/latam/on-demand/movies/60d49ab189632c0013eadb1a,"Es la historia de un grupo de mujeres que se dedican a ejercer el ""Oficio mas antiguo del mundo"" en el cual se revelan de una forma muy real todas las vicisitudes por las cuales tienen que pasar."
5 - 5 - 5,https://pluto.tv/latam/on-demand/movies/60b14bbfc517ca001b7c4af2,"Gabriel, profesor de filosofía y lógica en la escuela nocturna, se sumergirá en tratar de comprender el significado de los dibujos proféticos de Benjamin Solari Parravicini."
Reto Sangriento,https://pluto.tv/latam/on-demand/movies/6230bf0a4f80a80014e9b159,Un programa de televisión de caza fantasmas comienza a tener problemas a medida que los índices de audiencia de televisión comienzan a bajar. El dueño de la televisora obliga al equipo a buscar contenido fresco con realismo a costa de cualquier cosa.
Huyendo Del Infierno,https://pluto.tv/latam/on-demand/movies/6230c1dbff21e500131b7522,"Por hambre y necesidad, Santana se ve obligado a involucrarse en un infierno al que jamás debió entrar."
Soy el Hijo del Tahúr,https://pluto.tv/latam/on-demand/movies/6230c34325269a0013a6d2d2,El hijo de Tahúr Martín Estrada ha seguido los pasos de su padre se dedica a la apuesta de gallos y caballos de carreras tratando de continuar con el legado de su padre.
La Boda,https://pluto.tv/latam/on-demand/movies/6230c4b7d1630000138f31cc,"Un viaje de dos horas se convierte en una odisea de vida, o muerte, cuando 4 amigas deciden asistir a la boda de Esmeralda, unas de sus mejores amigas que vive en Rosarito. El sueño de felicitar su amiga se convierte en una pesadilla."
Soy Familia Soy Michoacano,https://pluto.tv/latam/on-demand/movies/6230c4c2d1630000138f3218,"Una tragedia que marcara la vida de la Familia Michoacana, los obligara a cobrar venganza por su propia mano, sin esperar la terrible sorpresa que les espera el destino. Una Película llena de Acción, drama, y suspenso rodeada de traiciones y desgracias."
Sed de Venganza,https://pluto.tv/latam/on-demand/movies/6230c8ecd0f36a0013dcac1b,"Un agente que trabajaba de encubierto en la mafia es descubierto y asesinado sin piedad, pero los mafiosos no contaban con las hijas del agente, dos jóvenes que a juzgar por su belleza nadie se imaginaria que están entrenadas para matar."
La Hija de Un Gallero,https://pluto.tv/latam/on-demand/movies/6230dc9f6b411b001374be21,"Un hacendado despide al capataz el cual le ha ayudado a ganar mucho dinero en las peleas de gallos y lo despide simplemente porque se enamora de su hija, el capataz regresa a jugar con el hacendado la fortuna que ha acumulado contra la mano de su hija."
72 Horas Para Morir,https://pluto.tv/latam/on-demand/movies/623230e7a46b5d0013f7e05c,"Su madre lo dejo en manos de su padre siendo muy pequeño, así que fue criado entre armas y pistoleros. El tiempo pasa y se convierte en todo un traficante y busca venganza."
Justi y cia,https://pluto.tv/latam/on-demand/movies/61ba0ff791347f001336f761,"Justino es un ex minero que sobrevivió a un trágico accidente laboral que le costó la vida a siete de sus compañeros. Harto de la situación social, decide convertirse en un vigilante social."
Los alegres aguilares,https://pluto.tv/latam/on-demand/movies/61ba100dc1b5e800134d755c,"El aventurero Manuel se encuentra con Carlos, quien es casi idéntico a él. Uno es de familia rica y el otro no. Entonces Manuel le ofrece dinero a Carlos para que se haga pasar por él con una señorita con la cual no se quiere casar."
Los cuatro Juanes,https://pluto.tv/latam/on-demand/movies/61ba102f178ebd00137f5da6,"Los cuatro famosos Juanes: Juan Colorado, Juan Sin Miedo, Juan Pistolas y Juan Charrasqueado pasan peligrosas aventuras para llevar un importante cargamento de armas y municiones desde Veracruz hasta un pueblo sitiado por las fuerzas del gobierno."
Mañana serán hombres,https://pluto.tv/latam/on-demand/movies/61ba1042601198001329ecb1,"El director de cine Enrique trabaja en la película ""Yo morí a los veinte"" con los jóvenes actores que ayudarán al argumento final de la película mediante sus historias."
Sicario,https://pluto.tv/latam/on-demand/movies/61ba1056c323f20013e95e4c,"Jairo es un adolescente que vive en un mundo marginal, en un barrio repleto de drogas y asaltos. Hastiado de la pobreza y de su infierno familiar, se ve obligado a recurrir a la violencia."
Toña Machetes,https://pluto.tv/latam/on-demand/movies/61ba106ba6334f00130b9bdf,"Toña Machetes es una brava mujer que logró elevarse por encima de los prejuicios sociales de los años 30. Dueña de una gran extensión de tierra y temida por su carácter, vive separada de su esposo aristócrata y acechada por constantes amenazas de muerte."
Toque de queda,https://pluto.tv/latam/on-demand/movies/61ba1080b3ddda001368b46d,"La violencia se ha convertido en un virus. Las personas se esconden y se protegen, pero la seguridad es cada vez más frágil y todos parecen estar infectados. El barrio decide armarse y defenderse."
Infiltrado,https://pluto.tv/latam/on-demand/movies/620bd4c6e17acd001398a251,"Un agente que realizaba una investigación infiltrado en la mafia, es descubierto y ahora su vida corre peligro ya que su cabeza tiene precio así como la de la mujer que ama."
El Viejo del Sombrerón,https://pluto.tv/latam/on-demand/movies/620bd4c3e17acd001398a1b7,"Un personaje soñador, un concurso, un botín que atrae a un grupo de maleantes y una intensa persecución, serán los ingredientes de esta divertida comedia. El ingenio del Viejo del Sombrerón no tiene límites."
La Venganza del Centenario,https://pluto.tv/latam/on-demand/movies/620bd4cae17acd001398a327,"Siendo policía detuvo a un delincuente muy peligroso, años después este sujeto sale de la cárcel con las intenciones de enmendar su vida, pero el destino le hace una mala jugada y lo orilla a volver a los malos pasos."
Asunto Personal,https://pluto.tv/latam/on-demand/movies/621697b315c86100136c3203,"Un detective privado con muy buena reputación para resolver los casos para los que es contratado y goza de una buena posición social, es contratado para resolver el secuestro de un joven, pero el joven es asesinado por lo que el detective pierde todo."
Los Pistoleros,https://pluto.tv/latam/on-demand/movies/621697bc15c86100136c33bb,En la busca de dinero mujeres y fama un grupo de amigos ingresan al mundo de la mafia como pistoleros a sueldo.
Gente Violenta 4,https://pluto.tv/latam/on-demand/movies/621697c315c86100136c3500,"Un incidente lleva a Carlos Bravo a trabajar como guardaespaldas y mano derecha de un poderoso hombre llamado David, sin imaginar que esto lo acercaría a su pasado y a quien fuera su más acérrimo enemigo."
El Patroncito,https://pluto.tv/latam/on-demand/movies/621697c915c86100136c362a,"El patroncito, es el capo más pesado el que controla todo el negocio. Su hijo es un muchacho con un carácter muy explosivo al que le gustan las carreras de autos, así que en una apuesta se juega 100 kilos de la fina."
El Motero,https://pluto.tv/latam/on-demand/movies/621697cc15c86100136c36c4,"Los Morales son una familia numerosa de padre y madre e hijos que se dedican a los sembradíos de marihuana, en la familia hay dos hermanos Edgar, quien siempre ayuda a su familia y Gustavo quien es envidioso y no ayuda a su familia."
Secuestro Maldito,https://pluto.tv/latam/on-demand/movies/621697cf15c86100136c379e,"Fernando un hombre de origen humilde se enamoró de Camila, la hija de Don Raymundo, el narcotraficante más temido del pueblo, quien contrata a un sicario para que acabe con su vida pero tendrá que pagar por ello."
El Mandadero,https://pluto.tv/latam/on-demand/movies/621697d315c86100136c3878,"Silverio inicio su historia en la mafia como mandadero de los gatilleros, compra los cigarros, lleva los carros a lavar y una que otra carga pequeña de droga."
Texas Huele a Sangre,https://pluto.tv/latam/on-demand/movies/621697d915c86100136c39c1,"Un sheriff de Texas quiere poner orden en su condado, pero se enfrenta a un violento narcotraficante que intenta imponer su ley a toda costa lo que desatara una impresionante oleada de violencia y sangre."
El 24,https://pluto.tv/latam/on-demand/movies/621697df15c86100136c3b69,"Chema es un matón a sueldo muy famoso por los hombres que ha matado, tanto que ha sido apodado El tumbador, su ultimo encargo es un hombre llamado Manuel quien se metió con la amante de un importante capo."
Welcome to Tijuana,https://pluto.tv/latam/on-demand/movies/621697e215c86100136c3c07,Un grupo de violentos sicarios han llegado a la ciudad de Tijuana para apoderarse de la plaza. La Bestia es su líder de ellos y su forma de operar es tan sanguinario que aterroriza a cualquiera. basado en el corrido de Gerardo Ortiz y Jorge Santa Cruz.
Doble Personalidad,https://pluto.tv/latam/on-demand/movies/621697e615c86100136c3cdd,"Un agente de la policía investiga la desaparición de varias mujeres, para ellos se infiltra en el mundo de la trata de mujeres y el juego clandestino, buscando salvar a al que podría ser la próxima víctima."
El Ejecutor,https://pluto.tv/latam/on-demand/movies/621f82641990720013cb5a75,"Montana es un sicario al servicio del cartel, sus métodos son algo sanguinarios pero infalibles. Cuando la sobrina del capo es secuestrada por una banda de violentos gatilleros liderados por el Buitre un sanguinario asesino."
El Gavilán Justiciero,https://pluto.tv/latam/on-demand/movies/6228d777a9acf6001a92f7ed,Historia llena de acción donde la codicia y la ambición desatan la mas cruenta lucha que trae como consecuencia el sufrimiento de una familia la envidia de otra.
Las Mafiosas,https://pluto.tv/latam/on-demand/movies/6228d8dfffaf83001ad477fa,"Unas mujeres y su tío auxilian a un hombre mal herido que fue balaceado, este hombre es hermano de Paco un mafioso poderoso. Unos días después fallese el hermano de Paco, y él les propone a las mujeres que trabajen para el en la mafia."
La venganza de los Ochoa,https://pluto.tv/latam/on-demand/movies/6228de7a9c0c17001b8b2a39,Un campesino es obligado a cruzar droga con la amenaza de que le pueden matar la familia pero los narcos no le cumplen a Ochoa y le matan a un hijo y este cobra venganza.
Mujeres de la Noche,https://pluto.tv/latam/on-demand/movies/6228dfe6ad8640001a456d8d,"Mujeres secuestradas en la frontera son obligadas a prostituirse, pero un grupo de policías investiga y lucha para liberarlas y así poner fin a esta pesadilla"
Pordioseros y Ladrones,https://pluto.tv/latam/on-demand/movies/6228f6652c1d56001a6c82e2,Parecía que Eduardo lo tenia todo sin embargo la vida le dio la espalda después de una traición que lo dejo en la calle. El padrino es un pordiosero que se enfrentara al cartel que le arrebato absolutamente todo.
El Abogado del Diablo,https://pluto.tv/latam/on-demand/movies/62290327fae1dd001a6811e0,"Cesar y su tío Marco quieren vengar la muerte del padre de Cesar, causada por los hijos del abogado Jorge Moncada por órdenes de el mismo para quedarse con todos sus bienes. El abogado les pone una trampa a Los Ramírez para que los encierren en la cárcel."
Crimen en Tijuana,https://pluto.tv/latam/on-demand/movies/62290481a9acf6001a9348f1,Mandan a matar a un político en Tijuana por orden de un narcotraficante y al ser descubierto se van para la sierra.
De Pez en Cuando,https://pluto.tv/latam/on-demand/movies/6053a029676b99001b916d28,"Ben, un escritor frustrado, decidió terminar con su vida, pero cuando su vecino interrumpe su intento de suicidio sin saberlo, su vida se verá desordenada."
El 24,https://pluto.tv/latam/on-demand/movies/6058ebb5f3fd5d001b7f77de,Valentin Trujillo Jr en El 24 es un Cabrón con muchas agallas rodeado de lujos y sicarios a sus ordenes. La Trama de la película se basa en la búsqueda que lleva a cabo el 24 sobre el paradero de su hermano que fue levantado y ejecutado por el Tumbador.
Hijos de la sal,https://pluto.tv/latam/on-demand/movies/6075d6d68fe583001a4f541e,"En las salinas desiertas de Las Cumaraguas, la vida es tan dura como los minerales que extraen del agua. Cuando Evaristo muere, sus hijos se enfrentan a sus propios demonios, deseos y tradiciones de su ciudad en busca de un camino vigorizante."
Jugando A Bailar,https://pluto.tv/latam/on-demand/movies/6075d781a224c9001bba00b4,"Felito y Monegro, amigos en una situación económica desesperada, deciden llevarse a sus alumnos de la escuela de Ballet y transformarlos en un equipo de béisbol de ligas menores para que puedan participar en el campeonato y ganar."
Er relajo der loro,https://pluto.tv/latam/on-demand/movies/60883723dffcc4001a9a62e9,50 años de historia venezolana vistos a través de los ojos de un loro. Su vida quedó marcada cuando se vendió a los traficantes de animales cuando era solo una paloma.
